#Ensembl gene	external name	external name source	biotype	status	chromosome	start	end	strand	source	description
ENSG00000166329	AC007431.1	Clone_based_vega_gene	protein_coding	KNOWN	17	55821842	55822673	-1	ensembl	Coiled-coil domain-containing protein ENSP00000299415  [Source:UniProtKB/Swiss-Prot;Acc:A6NF36]
ENSG00000166333	ILK	HGNC	protein_coding	KNOWN	11	6624961	6632102	1	ensembl	integrin-linked kinase [Source:HGNC Symbol;Acc:6040]
ENSG00000166337	TAF10	HGNC	protein_coding	KNOWN	11	6627526	6633898	-1	ensembl	TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 30kDa [Source:HGNC Symbol;Acc:11543]
ENSG00000166340	TPP1	HGNC	protein_coding	KNOWN	11	6634000	6640692	-1	ensembl	tripeptidyl peptidase I [Source:HGNC Symbol;Acc:2073]
ENSG00000166341	DCHS1	HGNC	protein_coding	KNOWN	11	6642554	6677085	-1	ensembl	dachsous 1 (Drosophila) [Source:HGNC Symbol;Acc:13681]
ENSG00000166342	NETO1	HGNC	protein_coding	KNOWN	18	70409671	70535184	-1	ensembl	neuropilin (NRP) and tolloid (TLL)-like 1 [Source:HGNC Symbol;Acc:13823]
ENSG00000166343	MSS51	HGNC	protein_coding	KNOWN	10	75183339	75193319	-1	ensembl	MSS51 mitochondrial translational activator homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:21000]
ENSG00000166347	CYB5A	HGNC	protein_coding	KNOWN	18	71920528	71959251	-1	ensembl	cytochrome b5 type A (microsomal) [Source:HGNC Symbol;Acc:2570]
ENSG00000166348	USP54	HGNC	protein_coding	KNOWN	10	75257296	75385711	-1	ensembl	ubiquitin specific peptidase 54 [Source:HGNC Symbol;Acc:23513]
ENSG00000166349	RAG1	HGNC	protein_coding	KNOWN	11	36532259	36614706	1	ensembl	recombination activating gene 1 [Source:HGNC Symbol;Acc:9831]
ENSG00000166351	POTED	HGNC	protein_coding	KNOWN	21	14982498	15013906	1	ensembl	POTE ankyrin domain family, member D [Source:HGNC Symbol;Acc:23822]
ENSG00000166352	C11orf74	HGNC	protein_coding	KNOWN	11	36616051	36694823	1	ensembl	chromosome 11 open reading frame 74 [Source:HGNC Symbol;Acc:25142]
ENSG00000166359	WDR88	HGNC	protein_coding	KNOWN	19	33622998	33666705	1	ensembl	WD repeat domain 88 [Source:HGNC Symbol;Acc:26999]
ENSG00000166363	OR10A5	HGNC	protein_coding	KNOWN	11	6866883	6867936	1	ensembl	olfactory receptor, family 10, subfamily A, member 5 [Source:HGNC Symbol;Acc:15131]
ENSG00000166368	OR2D2	HGNC	protein_coding	KNOWN	11	6912721	6913830	-1	ensembl	olfactory receptor, family 2, subfamily D, member 2 [Source:HGNC Symbol;Acc:8244]
ENSG00000166377	ATP9B	HGNC	protein_coding	KNOWN	18	76829394	77138278	1	ensembl	ATPase, class II, type 9B [Source:HGNC Symbol;Acc:13541]
ENSG00000166387	PPFIBP2	HGNC	protein_coding	KNOWN	11	7534529	7678358	1	ensembl	PTPRF interacting protein, binding protein 2 (liprin beta 2) [Source:HGNC Symbol;Acc:9250]
ENSG00000166391	MOGAT2	HGNC	protein_coding	KNOWN	11	75428864	75444003	1	ensembl	monoacylglycerol O-acyltransferase 2 [Source:HGNC Symbol;Acc:23248]
ENSG00000166394	CYB5R2	HGNC	protein_coding	KNOWN	11	7686331	7698453	-1	ensembl	cytochrome b5 reductase 2 [Source:HGNC Symbol;Acc:24376]
ENSG00000166396	SERPINB7	HGNC	protein_coding	KNOWN	18	61420169	61472604	1	ensembl	serpin peptidase inhibitor, clade B (ovalbumin), member 7 [Source:HGNC Symbol;Acc:13902]
ENSG00000166398	KIAA0355	HGNC	protein_coding	KNOWN	19	34745456	34846471	1	ensembl	KIAA0355 [Source:HGNC Symbol;Acc:29016]
ENSG00000166401	SERPINB8	HGNC	protein_coding	KNOWN	18	61637159	61672278	1	ensembl	serpin peptidase inhibitor, clade B (ovalbumin), member 8 [Source:HGNC Symbol;Acc:8952]
ENSG00000166402	TUB	HGNC	protein_coding	KNOWN	11	8040791	8127659	1	ensembl	tubby homolog (mouse) [Source:HGNC Symbol;Acc:12406]
ENSG00000166405	RIC3	HGNC	protein_coding	KNOWN	11	8127597	8190602	-1	ensembl	resistance to inhibitors of cholinesterase 3 homolog (C. elegans) [Source:HGNC Symbol;Acc:30338]
ENSG00000166407	LMO1	HGNC	protein_coding	KNOWN	11	8245851	8290263	-1	ensembl	LIM domain only 1 (rhombotin 1) [Source:HGNC Symbol;Acc:6641]
ENSG00000166411	IDH3A	HGNC	protein_coding	KNOWN	15	78423840	78464291	1	ensembl	isocitrate dehydrogenase 3 (NAD+) alpha [Source:HGNC Symbol;Acc:5384]
ENSG00000166415	WDR72	HGNC	protein_coding	KNOWN	15	53805938	54055075	-1	ensembl	WD repeat domain 72 [Source:HGNC Symbol;Acc:26790]
ENSG00000166426	CRABP1	HGNC	protein_coding	KNOWN	15	78632666	78640572	1	ensembl	cellular retinoic acid binding protein 1 [Source:HGNC Symbol;Acc:2338]
ENSG00000166428	PLD4	HGNC	protein_coding	KNOWN	14	105391153	105399574	1	ensembl	phospholipase D family, member 4 [Source:HGNC Symbol;Acc:23792]
ENSG00000166432	ZMAT1	HGNC	protein_coding	KNOWN	X	101137262	101187004	-1	ensembl	zinc finger, matrin-type 1 [Source:HGNC Symbol;Acc:29377]
ENSG00000166435	XRRA1	HGNC	protein_coding	KNOWN	11	74518784	74660245	-1	ensembl	X-ray radiation resistance associated 1 [Source:HGNC Symbol;Acc:18868]
ENSG00000166436	TRIM66	HGNC	protein_coding	KNOWN	11	8633584	8693413	-1	ensembl	tripartite motif containing 66 [Source:HGNC Symbol;Acc:29005]
ENSG00000166439	RNF169	HGNC	protein_coding	KNOWN	11	74459913	74553458	1	ensembl	ring finger protein 169 [Source:HGNC Symbol;Acc:26961]
ENSG00000166441	RPL27A	HGNC	protein_coding	KNOWN	11	8703958	8736306	1	ensembl	ribosomal protein L27a [Source:HGNC Symbol;Acc:10329]
ENSG00000166444	ST5	HGNC	protein_coding	KNOWN	11	8714898	8932498	-1	ensembl	suppression of tumorigenicity 5 [Source:HGNC Symbol;Acc:11350]
ENSG00000166446	CDYL2	HGNC	protein_coding	KNOWN	16	80637609	80838226	-1	ensembl	chromodomain protein, Y-like 2 [Source:HGNC Symbol;Acc:23030]
ENSG00000166448	TMEM130	HGNC	protein_coding	KNOWN	7	98444111	98468394	-1	ensembl	transmembrane protein 130 [Source:HGNC Symbol;Acc:25429]
ENSG00000166450	PRTG	HGNC	protein_coding	KNOWN	15	55903744	56035288	-1	ensembl	protogenin [Source:HGNC Symbol;Acc:26373]
ENSG00000166451	CENPN	HGNC	protein_coding	KNOWN	16	81040103	81066719	1	ensembl	centromere protein N [Source:HGNC Symbol;Acc:30873]
ENSG00000166452	AKIP1	HGNC	protein_coding	KNOWN	11	8932686	8941631	1	ensembl	A kinase (PRKA) interacting protein 1 [Source:HGNC Symbol;Acc:1170]
ENSG00000166454	ATMIN	HGNC	protein_coding	KNOWN	16	81069452	81080963	1	ensembl	ATM interactor [Source:HGNC Symbol;Acc:29034]
ENSG00000166455	C16orf46	HGNC	protein_coding	KNOWN	16	81087102	81110872	-1	ensembl	chromosome 16 open reading frame 46 [Source:HGNC Symbol;Acc:26525]
ENSG00000166471	TMEM41B	HGNC	protein_coding	KNOWN	11	9302201	9336327	-1	ensembl	transmembrane protein 41B [Source:HGNC Symbol;Acc:28948]
ENSG00000166477	LEO1	HGNC	protein_coding	KNOWN	15	52230222	52264003	-1	ensembl	Leo1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:30401]
ENSG00000166478	ZNF143	HGNC	protein_coding	KNOWN	11	9481866	9550071	1	ensembl	zinc finger protein 143 [Source:HGNC Symbol;Acc:12928]
ENSG00000166479	TMX3	HGNC	protein_coding	KNOWN	18	66340925	66382535	-1	ensembl	thioredoxin-related transmembrane protein 3 [Source:HGNC Symbol;Acc:24718]
ENSG00000166482	MFAP4	HGNC	protein_coding	KNOWN	17	19286755	19290553	-1	ensembl	microfibrillar-associated protein 4 [Source:HGNC Symbol;Acc:7035]
ENSG00000166483	WEE1	HGNC	protein_coding	KNOWN	11	9595228	9615004	1	ensembl	WEE1 homolog (S. pombe) [Source:HGNC Symbol;Acc:12761]
ENSG00000166484	MAPK7	HGNC	protein_coding	KNOWN	17	19281034	19286857	1	ensembl	mitogen-activated protein kinase 7 [Source:HGNC Symbol;Acc:6880]
ENSG00000166501	PRKCB	HGNC	protein_coding	KNOWN	16	23847322	24231932	1	ensembl	protein kinase C, beta [Source:HGNC Symbol;Acc:9395]
ENSG00000166503	RP11-382A20.3	Clone_based_vega_gene	protein_coding	KNOWN	15	83784320	83876770	-1	ensembl	Hepatoma-derived growth factor-related protein 3  [Source:UniProtKB/Swiss-Prot;Acc:Q9Y3E1]
ENSG00000166507	NDST2	HGNC	protein_coding	KNOWN	10	75561669	75571589	-1	ensembl	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2 [Source:HGNC Symbol;Acc:7681]
ENSG00000166508	MCM7	HGNC	protein_coding	KNOWN	7	99690351	99699563	-1	ensembl	minichromosome maintenance complex component 7 [Source:HGNC Symbol;Acc:6950]
ENSG00000166509	CLEC3A	HGNC	protein_coding	KNOWN	16	78056412	78100658	1	ensembl	C-type lectin domain family 3, member A [Source:HGNC Symbol;Acc:2052]
ENSG00000166510	CCDC68	HGNC	protein_coding	KNOWN	18	52568740	52626739	-1	ensembl	coiled-coil domain containing 68 [Source:HGNC Symbol;Acc:24350]
ENSG00000166523	CLEC4E	HGNC	protein_coding	KNOWN	12	8685901	8693559	-1	ensembl	C-type lectin domain family 4, member E [Source:HGNC Symbol;Acc:14555]
ENSG00000166526	ZNF3	HGNC	protein_coding	KNOWN	7	99661656	99680171	-1	ensembl	zinc finger protein 3 [Source:HGNC Symbol;Acc:13089]
ENSG00000166527	CLEC4D	HGNC	protein_coding	KNOWN	12	8662071	8674962	1	ensembl	C-type lectin domain family 4, member D [Source:HGNC Symbol;Acc:14554]
ENSG00000166529	ZSCAN21	HGNC	protein_coding	KNOWN	7	99647390	99662661	1	ensembl	zinc finger and SCAN domain containing 21 [Source:HGNC Symbol;Acc:13104]
ENSG00000166532	RIMKLB	HGNC	protein_coding	KNOWN	12	8834196	8935691	1	ensembl	ribosomal modification protein rimK-like family member B [Source:HGNC Symbol;Acc:29228]
ENSG00000166535	A2ML1	HGNC	protein_coding	KNOWN	12	8975068	9039597	1	ensembl	alpha-2-macroglobulin-like 1 [Source:HGNC Symbol;Acc:23336]
ENSG00000166546	BEAN1	HGNC	protein_coding	KNOWN	16	66461200	66527432	1	ensembl	brain expressed, associated with NEDD4, 1 [Source:HGNC Symbol;Acc:24160]
ENSG00000166548	TK2	HGNC	protein_coding	KNOWN	16	66503715	66586447	-1	ensembl	thymidine kinase 2, mitochondrial [Source:HGNC Symbol;Acc:11831]
ENSG00000166557	TMED3	HGNC	protein_coding	KNOWN	15	79603404	79704334	1	ensembl	transmembrane emp24 protein transport domain containing 3 [Source:HGNC Symbol;Acc:28889]
ENSG00000166558	SLC38A8	HGNC	protein_coding	KNOWN	16	84043272	84076241	-1	ensembl	solute carrier family 38, member 8 [Source:HGNC Symbol;Acc:32434]
ENSG00000166562	SEC11C	HGNC	protein_coding	KNOWN	18	56807087	56826068	1	ensembl	SEC11 homolog C (S. cerevisiae) [Source:HGNC Symbol;Acc:23400]
ENSG00000166569	CPLX4	HGNC	protein_coding	KNOWN	18	56962634	56985881	-1	ensembl	complexin 4 [Source:HGNC Symbol;Acc:24330]
ENSG00000166573	GALR1	HGNC	protein_coding	KNOWN	18	74962505	74980858	1	ensembl	galanin receptor 1 [Source:HGNC Symbol;Acc:4132]
ENSG00000166575	TMEM135	HGNC	protein_coding	KNOWN	11	86748886	87034756	1	ensembl	transmembrane protein 135 [Source:HGNC Symbol;Acc:26167]
ENSG00000166578	IQCD	HGNC	protein_coding	KNOWN	12	113633246	113658899	-1	ensembl	IQ motif containing D [Source:HGNC Symbol;Acc:25168]
ENSG00000166579	NDEL1	HGNC	protein_coding	KNOWN	17	8339179	8383942	1	ensembl	nudE nuclear distribution E homolog (A. nidulans)-like 1 [Source:HGNC Symbol;Acc:17620]
ENSG00000166582	CENPV	HGNC	protein_coding	KNOWN	17	16245848	16256813	-1	ensembl	centromere protein V [Source:HGNC Symbol;Acc:29920]
ENSG00000166589	CDH16	HGNC	protein_coding	KNOWN	16	66942025	66952887	-1	ensembl	cadherin 16, KSP-cadherin [Source:HGNC Symbol;Acc:1755]
ENSG00000166592	RRAD	HGNC	protein_coding	KNOWN	16	66955582	66959547	-1	ensembl	Ras-related associated with diabetes [Source:HGNC Symbol;Acc:10446]
ENSG00000166595	FAM96B	HGNC	protein_coding	KNOWN	16	66965959	66968326	-1	ensembl	family with sequence similarity 96, member B [Source:HGNC Symbol;Acc:24261]
ENSG00000166596	WDR16	HGNC	protein_coding	KNOWN	17	9479944	9546776	1	ensembl	WD repeat domain 16 [Source:HGNC Symbol;Acc:16053]
ENSG00000166598	HSP90B1	HGNC	protein_coding	KNOWN	12	104323885	104347423	1	ensembl	heat shock protein 90kDa beta (Grp94), member 1 [Source:HGNC Symbol;Acc:12028]
ENSG00000166603	MC4R	HGNC	protein_coding	KNOWN	18	58038564	58040001	-1	ensembl	melanocortin 4 receptor [Source:HGNC Symbol;Acc:6932]
ENSG00000166619	BLCAP	HGNC	protein_coding	KNOWN	20	36130816	36156333	-1	ensembl	bladder cancer associated protein [Source:HGNC Symbol;Acc:1055]
ENSG00000166634	SERPINB12	HGNC	protein_coding	KNOWN	18	61223393	61234244	1	ensembl	serpin peptidase inhibitor, clade B (ovalbumin), member 12 [Source:HGNC Symbol;Acc:14220]
ENSG00000166664	CHRFAM7A	HGNC	protein_coding	KNOWN	15	30653443	30686052	-1	ensembl	CHRNA7 (cholinergic receptor, nicotinic, alpha 7, exons 5-10) and FAM7A (family with sequence similarity 7A, exons A-E) fusion [Source:HGNC Symbol;Acc:15781]
ENSG00000166669	ATF7IP2	HGNC	protein_coding	KNOWN	16	10420291	10577495	1	ensembl	activating transcription factor 7 interacting protein 2 [Source:HGNC Symbol;Acc:20397]
ENSG00000166670	MMP10	HGNC	protein_coding	KNOWN	11	102641234	102651359	-1	ensembl	matrix metallopeptidase 10 (stromelysin 2) [Source:HGNC Symbol;Acc:7156]
ENSG00000166676	FAM18A	HGNC	protein_coding	KNOWN	16	10854776	10912651	-1	ensembl	family with sequence similarity 18, member A [Source:HGNC Symbol;Acc:20398]
ENSG00000166681	NGFRAP1	HGNC	protein_coding	KNOWN	X	102631268	102633005	1	ensembl	nerve growth factor receptor (TNFRSF16) associated protein 1 [Source:HGNC Symbol;Acc:13388]
ENSG00000166682	TMPRSS5	HGNC	protein_coding	KNOWN	11	113558272	113577095	-1	ensembl	transmembrane protease, serine 5 [Source:HGNC Symbol;Acc:14908]
ENSG00000166685	COG1	HGNC	protein_coding	KNOWN	17	71188771	71204646	1	ensembl	component of oligomeric golgi complex 1 [Source:HGNC Symbol;Acc:6545]
ENSG00000166689	PLEKHA7	HGNC	protein_coding	KNOWN	11	16799842	17035990	-1	ensembl	pleckstrin homology domain containing, family A member 7 [Source:HGNC Symbol;Acc:27049]
ENSG00000166704	ZNF606	HGNC	protein_coding	KNOWN	19	58488421	58514717	-1	ensembl	zinc finger protein 606 [Source:HGNC Symbol;Acc:25879]
ENSG00000166710	B2M	HGNC	protein_coding	KNOWN	15	45003675	45011075	1	ensembl	beta-2-microglobulin [Source:HGNC Symbol;Acc:914]
ENSG00000166716	ZNF592	HGNC	protein_coding	KNOWN	15	85291866	85349659	1	ensembl	zinc finger protein 592 [Source:HGNC Symbol;Acc:28986]
ENSG00000166734	CASC4	HGNC	protein_coding	KNOWN	15	44580927	44707956	1	ensembl	cancer susceptibility candidate 4 [Source:HGNC Symbol;Acc:24892]
ENSG00000166736	HTR3A	HGNC	protein_coding	KNOWN	11	113845603	113861035	1	ensembl	5-hydroxytryptamine (serotonin) receptor 3A, ionotropic [Source:HGNC Symbol;Acc:5297]
ENSG00000166741	NNMT	HGNC	protein_coding	KNOWN	11	114128509	114184007	1	ensembl	nicotinamide N-methyltransferase [Source:HGNC Symbol;Acc:7861]
ENSG00000166743	ACSM1	HGNC	protein_coding	KNOWN	16	20634559	20710212	-1	ensembl	acyl-CoA synthetase medium-chain family member 1 [Source:HGNC Symbol;Acc:18049]
ENSG00000166747	AP1G1	HGNC	protein_coding	KNOWN	16	71762913	71843104	-1	ensembl	adaptor-related protein complex 1, gamma 1 subunit [Source:HGNC Symbol;Acc:555]
ENSG00000166748	AGBL1	HGNC	protein_coding	KNOWN	15	86685227	87572283	1	ensembl	ATP/GTP binding protein-like 1 [Source:HGNC Symbol;Acc:26504]
ENSG00000166750	SLFN5	HGNC	protein_coding	KNOWN	17	33570086	33594739	1	ensembl	schlafen family member 5 [Source:HGNC Symbol;Acc:28286]
ENSG00000166762	CATSPER2	HGNC	protein_coding	KNOWN	15	43920701	43960316	-1	ensembl	cation channel, sperm associated 2 [Source:HGNC Symbol;Acc:18810]
ENSG00000166770	AC004696.1	Clone_based_ensembl_gene	protein_coding	KNOWN	19	56989552	57006801	1	ensembl	MGC9913 protein; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q96HF5]
ENSG00000166780	C16orf45	HGNC	protein_coding	KNOWN	16	15528152	15718885	1	ensembl	chromosome 16 open reading frame 45 [Source:HGNC Symbol;Acc:19213]
ENSG00000166783	KIAA0430	HGNC	protein_coding	KNOWN	16	15688243	15737023	-1	ensembl	KIAA0430 [Source:HGNC Symbol;Acc:29562]
ENSG00000166788	SAAL1	HGNC	protein_coding	KNOWN	11	18091482	18127638	-1	ensembl	serum amyloid A-like 1 [Source:HGNC Symbol;Acc:25158]
ENSG00000166793	YPEL4	HGNC	protein_coding	KNOWN	11	57412560	57417417	-1	ensembl	yippee-like 4 (Drosophila) [Source:HGNC Symbol;Acc:18328]
ENSG00000166794	PPIB	HGNC	protein_coding	KNOWN	15	64448011	64455404	-1	ensembl	peptidylprolyl isomerase B (cyclophilin B) [Source:HGNC Symbol;Acc:9255]
ENSG00000166796	LDHC	HGNC	protein_coding	KNOWN	11	18433854	18473605	1	ensembl	lactate dehydrogenase C [Source:HGNC Symbol;Acc:6544]
ENSG00000166797	FAM96A	HGNC	protein_coding	KNOWN	15	64364758	64386217	-1	ensembl	family with sequence similarity 96, member A [Source:HGNC Symbol;Acc:26235]
ENSG00000166800	LDHAL6A	HGNC	protein_coding	KNOWN	11	18477371	18501147	1	ensembl	lactate dehydrogenase A-like 6A [Source:HGNC Symbol;Acc:28335]
ENSG00000166801	FAM111A	HGNC	protein_coding	KNOWN	11	58910221	58922512	1	ensembl	family with sequence similarity 111, member A [Source:HGNC Symbol;Acc:24725]
ENSG00000166803	KIAA0101	HGNC	protein_coding	KNOWN	15	64657193	64679886	-1	ensembl	KIAA0101 [Source:HGNC Symbol;Acc:28961]
ENSG00000166813	KIF7	HGNC	protein_coding	KNOWN	15	90152020	90198682	-1	ensembl	kinesin family member 7 [Source:HGNC Symbol;Acc:30497]
ENSG00000166816	LDHD	HGNC	protein_coding	KNOWN	16	75145758	75150669	-1	ensembl	lactate dehydrogenase D [Source:HGNC Symbol;Acc:19708]
ENSG00000166819	PLIN1	HGNC	protein_coding	KNOWN	15	90207596	90222658	-1	ensembl	perilipin 1 [Source:HGNC Symbol;Acc:9076]
ENSG00000166821	PEX11A	HGNC	protein_coding	KNOWN	15	90220995	90234014	-1	ensembl	peroxisomal biogenesis factor 11 alpha [Source:HGNC Symbol;Acc:8852]
ENSG00000166822	TMEM170A	HGNC	protein_coding	KNOWN	16	75476952	75499395	-1	ensembl	transmembrane protein 170A [Source:HGNC Symbol;Acc:29577]
ENSG00000166823	MESP1	HGNC	protein_coding	KNOWN	15	90291892	90294541	-1	ensembl	mesoderm posterior 1 homolog (mouse) [Source:HGNC Symbol;Acc:29658]
ENSG00000166825	ANPEP	HGNC	protein_coding	KNOWN	15	90328120	90358633	-1	ensembl	alanyl (membrane) aminopeptidase [Source:HGNC Symbol;Acc:500]
ENSG00000166828	SCNN1G	HGNC	protein_coding	KNOWN	16	23194036	23228204	1	ensembl	sodium channel, non-voltage-gated 1, gamma subunit [Source:HGNC Symbol;Acc:10602]
ENSG00000166831	RBPMS2	HGNC	protein_coding	KNOWN	15	65032091	65067786	-1	ensembl	RNA binding protein with multiple splicing 2 [Source:HGNC Symbol;Acc:19098]
ENSG00000166833	NAV2	HGNC	protein_coding	KNOWN	11	19372271	20143144	1	ensembl	neuron navigator 2 [Source:HGNC Symbol;Acc:15997]
ENSG00000166839	ANKDD1A	HGNC	protein_coding	KNOWN	15	65204101	65251042	1	ensembl	ankyrin repeat and death domain containing 1A [Source:HGNC Symbol;Acc:28002]
ENSG00000166840	GLYATL1	HGNC	protein_coding	KNOWN	11	58672871	58811000	1	ensembl	glycine-N-acyltransferase-like 1 [Source:HGNC Symbol;Acc:30519]
ENSG00000166845	C18orf54	HGNC	protein_coding	KNOWN	18	51884955	51908404	1	ensembl	chromosome 18 open reading frame 54 [Source:HGNC Symbol;Acc:13796]
ENSG00000166847	DCTN5	HGNC	protein_coding	KNOWN	16	23652713	23681195	1	ensembl	dynactin 5 (p25) [Source:HGNC Symbol;Acc:24594]
ENSG00000166848	TERF2IP	HGNC	protein_coding	KNOWN	16	75681684	75795051	1	ensembl	telomeric repeat binding factor 2, interacting protein [Source:HGNC Symbol;Acc:19246]
ENSG00000166851	PLK1	HGNC	protein_coding	KNOWN	16	23688977	23701688	1	ensembl	polo-like kinase 1 [Source:HGNC Symbol;Acc:9077]
ENSG00000166855	CLPX	HGNC	protein_coding	KNOWN	15	65440557	65477680	-1	ensembl	ClpX caseinolytic peptidase X homolog (E. coli) [Source:HGNC Symbol;Acc:2088]
ENSG00000166856	GPR182	HGNC	protein_coding	KNOWN	12	57388230	57390468	1	ensembl	G protein-coupled receptor 182 [Source:HGNC Symbol;Acc:13708]
ENSG00000166860	ZBTB39	HGNC	protein_coding	KNOWN	12	57392618	57400230	-1	ensembl	zinc finger and BTB domain containing 39 [Source:HGNC Symbol;Acc:29014]
ENSG00000166862	CACNG2	HGNC	protein_coding	KNOWN	22	36959968	37099603	-1	ensembl	calcium channel, voltage-dependent, gamma subunit 2 [Source:HGNC Symbol;Acc:1406]
ENSG00000166863	TAC3	HGNC	protein_coding	KNOWN	12	57403784	57422667	-1	ensembl	tachykinin 3 [Source:HGNC Symbol;Acc:11521]
ENSG00000166866	MYO1A	HGNC	protein_coding	KNOWN	12	57422301	57444982	-1	ensembl	myosin IA [Source:HGNC Symbol;Acc:7595]
ENSG00000166869	CHP2	Clone_based_vega_gene	protein_coding	KNOWN	16	23765948	23770272	1	ensembl	Calcineurin B homologous protein 2  [Source:UniProtKB/Swiss-Prot;Acc:O43745]
ENSG00000166881	TMEM194A	HGNC	protein_coding	KNOWN	12	57449426	57481846	-1	ensembl	transmembrane protein 194A [Source:HGNC Symbol;Acc:29001]
ENSG00000166884	OR4D6	HGNC	protein_coding	KNOWN	11	59224411	59225464	1	ensembl	olfactory receptor, family 4, subfamily D, member 6 [Source:HGNC Symbol;Acc:15175]
ENSG00000166886	NAB2	HGNC	protein_coding	KNOWN	12	57482677	57489259	1	ensembl	NGFI-A binding protein 2 (EGR1 binding protein 2) [Source:HGNC Symbol;Acc:7627]
ENSG00000166887	VPS39	HGNC	protein_coding	KNOWN	15	42450899	42500514	-1	ensembl	vacuolar protein sorting 39 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:20593]
ENSG00000166888	STAT6	HGNC	protein_coding	KNOWN	12	57489191	57525922	-1	ensembl	signal transducer and activator of transcription 6, interleukin-4 induced [Source:HGNC Symbol;Acc:11368]
ENSG00000166889	PATL1	HGNC	protein_coding	KNOWN	11	59404189	59436471	-1	ensembl	protein associated with topoisomerase II homolog 1 (yeast) [Source:HGNC Symbol;Acc:26721]
ENSG00000166896	XRCC6BP1	HGNC	protein_coding	KNOWN	12	58335324	58351052	1	ensembl	XRCC6 binding protein 1 [Source:HGNC Symbol;Acc:29452]
ENSG00000166897	ELFN2	HGNC	protein_coding	KNOWN	22	37764000	37823505	-1	ensembl	extracellular leucine-rich repeat and fibronectin type III domain containing 2 [Source:HGNC Symbol;Acc:29396]
ENSG00000166900	STX3	HGNC	protein_coding	KNOWN	11	59480929	59573354	1	ensembl	syntaxin 3 [Source:HGNC Symbol;Acc:11438]
ENSG00000166902	MRPL16	HGNC	protein_coding	KNOWN	11	59573608	59578345	-1	ensembl	mitochondrial ribosomal protein L16 [Source:HGNC Symbol;Acc:14476]
ENSG00000166908	PIP4K2C	HGNC	protein_coding	KNOWN	12	57984957	57997198	1	ensembl	phosphatidylinositol-5-phosphate 4-kinase, type II, gamma [Source:HGNC Symbol;Acc:23786]
ENSG00000166912	MTMR10	HGNC	protein_coding	KNOWN	15	31231144	31283810	-1	ensembl	myotubularin related protein 10 [Source:HGNC Symbol;Acc:25999]
ENSG00000166913	YWHAB	HGNC	protein_coding	KNOWN	20	43514317	43537173	1	ensembl	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide [Source:HGNC Symbol;Acc:12849]
ENSG00000166920	C15orf48	HGNC	protein_coding	KNOWN	15	45722727	45740959	1	ensembl	chromosome 15 open reading frame 48 [Source:HGNC Symbol;Acc:29898]
ENSG00000166922	SCG5	HGNC	protein_coding	KNOWN	15	32933877	32989299	1	ensembl	secretogranin V (7B2 protein) [Source:HGNC Symbol;Acc:10816]
ENSG00000166923	GREM1	HGNC	protein_coding	KNOWN	15	33010175	33026870	1	ensembl	gremlin 1 [Source:HGNC Symbol;Acc:2001]
ENSG00000166924	NYAP1	HGNC	protein_coding	KNOWN	7	100081550	100092422	1	ensembl	neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 1 [Source:HGNC Symbol;Acc:22009]
ENSG00000166925	TSC22D4	HGNC	protein_coding	KNOWN	7	100060982	100076902	-1	ensembl	TSC22 domain family, member 4 [Source:HGNC Symbol;Acc:21696]
ENSG00000166926	MS4A6E	HGNC	protein_coding	KNOWN	11	60102304	60164069	1	ensembl	membrane-spanning 4-domains, subfamily A, member 6E [Source:HGNC Symbol;Acc:14285]
ENSG00000166927	MS4A7	HGNC	protein_coding	KNOWN	11	60145955	60163424	1	ensembl	membrane-spanning 4-domains, subfamily A, member 7 [Source:HGNC Symbol;Acc:13378]
ENSG00000166928	MS4A14	HGNC	protein_coding	KNOWN	11	60146003	60185161	1	ensembl	membrane-spanning 4-domains, subfamily A, member 14 [Source:HGNC Symbol;Acc:30706]
ENSG00000166930	MS4A5	HGNC	protein_coding	KNOWN	11	60197062	60222687	1	ensembl	membrane-spanning 4-domains, subfamily A, member 5 [Source:HGNC Symbol;Acc:13374]
ENSG00000166938	DIS3L	HGNC	protein_coding	KNOWN	15	66585555	66626236	1	ensembl	DIS3 mitotic control homolog (S. cerevisiae)-like [Source:HGNC Symbol;Acc:28698]
ENSG00000166946	CCNDBP1	HGNC	protein_coding	KNOWN	15	43477316	43487396	1	ensembl	cyclin D-type binding-protein 1 [Source:HGNC Symbol;Acc:1587]
ENSG00000166947	EPB42	HGNC	protein_coding	KNOWN	15	43398423	43513481	-1	ensembl	erythrocyte membrane protein band 4.2 [Source:HGNC Symbol;Acc:3381]
ENSG00000166948	TGM6	HGNC	protein_coding	KNOWN	20	2361554	2413399	1	ensembl	transglutaminase 6 [Source:HGNC Symbol;Acc:16255]
